사업장명,업종분류,서비스명,서비스아이디(ID),인허가일자,영업상태,소재지전화,구우편번호,주소,도로명우편번호,도로명주소,경도,위도,대표메뉴,영업시간
미미당,카페,휴게음식점,07_24_05_P,2019-07-01,Y,053-312-8988,702-886,대구광역시 북구 동천동 932-3 ,41430,"대구광역시 북구 대천로 72, 1층 (동천동)",128.5570482,35.93698959,마카롱,매일 11:00 - 20:00 매주 일요일 휴무
코지커피(Cozy Coffee),카페,휴게음식점,07_24_05_P,2020-03-03,Y,,702-912,대구광역시 북구 학정동 968-4번지 ,41416,"대구광역시 북구 학정동로 53, 1층 (학정동)",128.5673522,35.94860799,"커피, 디저트",
스텔라(STELLAR)201,카페,휴게음식점,07_24_05_P,2020-03-12,Y,053-322-0201,702-864,대구광역시 북구 태전동 253-5번지 ,41457,"대구광역시 북구 영송로 4, 2층 201호 (태전동)",128.5439685,35.92557259,스텔라스모어딥,매일 10:00 - 22:00
비스킷워크숍,카페,휴게음식점,07_24_05_P,2020-03-09,Y,053-323-8083,702-911,대구광역시 북구 학정동 808-3번지 ,41406,"대구광역시 북구 구리로 25-19, 1층 (학정동)",128.5572469,35.94720781,바닐라 카라멜 케이크,"평일 12:00 - 20:00 매주 일, 월 휴무"
메가엠지씨커피대구팔달시장역점,카페,휴게음식점,07_24_05_P,2020-02-24,Y,053-356-9321,702-816,대구광역시 북구 노원동3가 779-12번지 ,41557,"대구광역시 북구 팔달로 167, 1층 (노원동3가)",128.5684683,35.88893823,아메리카노,매일 08:00 - 22:00
카페욥,카페,휴게음식점,07_24_05_P,2020-02-10,Y,,702-040,대구광역시 북구 대현동 119-40번지 ,41566,"대구광역시 북구 경대로7길 38-1, 지하1층 (대현동)",128.6097184,35.8857484,"커피, 디저트",09:00-24:00
청우커피,카페,휴게음식점,07_24_05_P,2020-02-19,Y,,702-848,대구광역시 북구 읍내동 660-4번지 ,41439,"대구광역시 북구 칠곡중앙대로 559, 1층 (읍내동)",128.5508428,35.94557975,,
카페초이,카페,휴게음식점,07_24_05_P,2019-09-16,Y,,702-866,대구광역시 북구 태전동 1049-24번지 ,41461,"대구광역시 북구 칠곡중앙대로 342, 1(일부)층 (태전동)",128.5476638,35.92609335,,
카페루디아(cafe rudia),카페,휴게음식점,07_24_05_P,2019-09-16,Y,0507-1450-5558,702-864,대구광역시 북구 태전동 368-1번지 ,41452,"대구광역시 북구 칠곡중앙대로71길 30-11, 지하1층 (태전동)",128.5456293,35.92820111,아메리카노,매일 10:30 - 23:00 일요일 13:00 - 23:00 월요일 휴무
카페첼,카페,휴게음식점,07_24_05_P,2019-08-26,Y,053-215-2311,702-803,대구광역시 북구 관음동 1335-12번지 ,41444,"대구광역시 북구 칠곡중앙대로95길 38-1, 1층 (관음동)",128.5452492,35.93913243,흑당버블티,평일 09:00 - 21:00 일요일만 휴무
커피왕(경대남문점),카페,휴게음식점,07_24_05_P,2019-07-18,Y,053-939-9933,702-040,대구광역시 북구 대현동 119-37번지 ,41569,"대구광역시 북구 대현로19길 33, 1층 (대현동)",128.609831,35.8854533,"커피, 핫도그",10:00-24:00
메가엠지씨커피칠성동점,카페,휴게음식점,07_24_05_P,2019-08-30,Y,053-424-2606,702-062,대구광역시 북구 칠성동2가 723번지 오페라 코오롱하늘채 ,41579,"대구광역시 북구 중앙대로 540, 301동 1층 106호 (칠성동2가, 오페라 코오롱하늘채)",128.5968665,35.88086486,아메리카노,매일 09:30 - 22:00
카페라떼떼(cafe lattette)칠성동2가점,카페,휴게음식점,07_24_05_P,2019-08-23,Y,053-353-3001,702-851,대구광역시 북구 칠성동2가 127번지 성광우방타운 ,41586,"대구광역시 북구 호암로 20, 1층 102,103호 (칠성동2가, 성광우방타운)",128.5919973,35.88176613,아메리카노,
핑크덕,카페,휴게음식점,07_24_05_P,2019-07-04,Y,0507-1405-0080,702-863,대구광역시 북구 태전동 206-2번지 ,41458,"대구광역시 북구 태전로 3, 1층 (태전동)",128.5457985,35.92071198,아메리카노,평일 11:00 - 18:00/주말 휴무
아라상점,카페,휴게음식점,07_24_05_P,2019-07-04,Y,,702-802,대구광역시 북구 관음동 1329번지 ,41444,"대구광역시 북구 관음중앙로 82, 1층 (관음동)",128.5446258,35.94124083,라벤더라떼,
커피타나바,카페,휴게음식점,07_24_05_P,2019-10-29,Y,0507-1373-0309,702-812,대구광역시 북구 노원동2가 373-1번지 ,41558,"대구광역시 북구 팔달로 191, 1층 102호 (노원동2가)",128.5709794,35.88863848,딸기바나나스무디,월요일 00:00 - 23:59
칠곡태전킹콩쥬스커피,카페,휴게음식점,07_24_05_P,2019-10-14,Y,053-242-5216,702-865,대구광역시 북구 태전동 420-5번지 강북 화성파크드림 ,41462,"대구광역시 북구 칠곡중앙대로 312, 108동 1층 101호 (태전동, 강북 화성파크드림)",128.5477201,35.92347688,아메리카노,
(주)카페다이노소어대구점,카페,휴게음식점,07_24_05_P,2019-12-19,Y,,702-746,대구광역시 북구 칠성동2가 302-403번지 롯데백화점 대구역 ,41581,"대구광역시 북구 태평로 161, 롯데백화점 대구역 8층 (칠성동2가)",128.5933532,35.87627191,,
몬스터커피매천한신점,카페,휴게음식점,07_24_05_P,2019-12-19,Y,053-262-8096,702-270,대구광역시 북구 매천동 753 한신더휴이스턴팰리스 ,41487,"대구광역시 북구 매전로4길 31, 401동 지하1층 102호 (매천동, 한신더휴이스턴팰리스)",128.5448103,35.90556494,아메리카노,
두루카페,카페,휴게음식점,07_24_05_P,2019-12-27,Y,,702-841,대구광역시 북구 산격동 1264-18번지 ,41535,"대구광역시 북구 동북로36길 18, 1층 (산격동)",128.6106176,35.89763379,커피,
미씽파파,카페,휴게음식점,07_24_05_P,2019-10-15,Y,,702-040,대구광역시 북구 대현동 189-4번지 ,41568,"대구광역시 북구 대현로15길 21, 1층 (대현동)",128.6086432,35.88475019,"커피, 빵",11:00-20:00
카페바닐라,카페,휴게음식점,07_24_05_P,2019-12-24,Y,,702-912,대구광역시 북구 학정동 968-3번지 ,41416,"대구광역시 북구 학정동로 55, 1층 (학정동)",128.5673858,35.94872038,푸딩,10:00-21:00
핸즈커피운암호수점,카페,휴게음식점,07_24_05_P,2019-11-01,Y,053-312-3476,702-806,대구광역시 북구 구암동 396번지 ,41472,"대구광역시 북구 구암로 228, 1,2층 (구암동)",128.5661211,35.93155004,"핸드드립 커피, 음료, 디저트류",09:00-23:00
커피모아,카페,휴게음식점,07_24_05_P,2019-10-18,Y,,702-847,대구광역시 북구 읍내동 356-4번지 ,41400,"대구광역시 북구 관음로 310, 1층 (읍내동)",128.5537331,35.95323483,카페라떼,
무비커피,카페,휴게음식점,07_24_05_P,2019-11-08,Y,053-383-7500,702-845,대구광역시 북구 산격동 1642 ,41518,"대구광역시 북구 유통단지로8길 13-28, 1층 (산격동)",128.6088777,35.90504842,카페라떼,
알투가든(R2garden)대구점,카페,휴게음식점,07_24_05_P,2019-10-11,Y,070-7703-0052,702-073,대구광역시 북구 고성동3가 7-1번지 ,41594,"대구광역시 북구 옥산로 118, 주3 1층 (고성동3가)",128.5881842,35.88338893,스테이크,매일 00:00 - 24:00
몰타,카페,휴게음식점,07_24_05_P,2020-07-24,Y,,702-844,대구광역시 북구 산격동 1411-53 ,41544,"대구광역시 북구 대학로13길 15-14, 1층 (산격동)",128.607347,35.89313949,"아메리카노,플레인 와플,",매일 10:30 - 00:00/일요일 13:00 - 20:30
천씨씨대구보건대점,카페,휴게음식점,07_24_05_P,2020-07-21,Y,053-264-1011,702-868,대구광역시 북구 태전동 964-12 ,41452,"대구광역시 북구 칠곡중앙대로69길 24-1, 1층 (태전동)",128.544662,35.92702406,아메리카노,매일 08:30 - 22:00 연중무휴
모리(칠곡점),카페,휴게음식점,07_24_05_P,2020-07-21,Y,0507-1364-6607,702-807,대구광역시 북구 구암동 561 ,41473,대구광역시 북구 학정로42길 22-51 (구암동),128.5576236,35.92499633,한끼샐러드,"평일 10:00 - 21:00/주말 10:00 - 21:00 둘째,넷째 일요일 휴무"
카페동글,카페,휴게음식점,07_24_05_P,2020-07-15,Y,,702-849,대구광역시 북구 읍내동 789-8 ,41433,"대구광역시 북구 칠곡중앙대로110길 6, 1층 102호 (읍내동)",128.5514978,35.94417109,,
커피를심다,카페,휴게음식점,07_24_05_P,2020-08-07,Y,053-218-2628,702-841,대구광역시 북구 산격동 1260-1 ,41535,"대구광역시 북구 동북로 160, 2층 (산격동)",128.6099935,35.89930332,"아메리카노,카페라떼",매일 10:00 - 19:00
리시트,카페,휴게음식점,07_24_05_P,2020-08-10,Y,,702-073,대구광역시 북구 고성동3가 6-19 ,41595,"대구광역시 북구 고성북로 28-10, 1층 (고성동3가)",128.5836409,35.88220121,리시트커피,평일 10:00 - 21:00/토요일 12:00 - 21:00/일요일 12:00 - 21:00
카페03(cafe03),카페,휴게음식점,07_24_05_P,2020-01-08,Y,,702-851,대구광역시 북구 칠성동2가 81-1 ,41587,"대구광역시 북구 칠성남로15길 9-1, 3층 (칠성동2가)",128.5895169,35.87980503,,
카페봄봄연경점,카페,휴게음식점,07_24_05_P,2020-01-08,Y,053-982-9686,702-130,대구광역시 북구 연경동 1037-1번지 ,41409,"대구광역시 북구 연경중앙로 4, 1층 102호 (연경동)",128.6184688,35.94292449,아메리카노,평일 09:00 - 22:00
이디야복현오거리점,카페,휴게음식점,07_24_05_P,2020-02-17,Y,053-384-2035,702-833,대구광역시 북구 복현동 536-31번지 ,41524,"대구광역시 북구 공항로 11, 1층 (복현동)",128.6163604,35.89809135,아메리카노,평일 09:00 - 22:30
헤이트먼데이,카페,휴게음식점,07_24_05_P,2020-02-17,Y,,702-866,대구광역시 북구 태전동 1006번지 ,41460,"대구광역시 북구 칠곡중앙대로80길 6, 1층 (태전동)",128.548758,35.93044689,에스프레소,매일 13:00 - 22:00
밀또카페,카페,휴게음식점,07_24_05_P,2020-01-17,Y,,702-803,대구광역시 북구 관음동 1369-1 ,41448,"대구광역시 북구 관음로 43, 1층 (관음동)",128.5399206,35.93480939,,
"카페,띠앗",카페,휴게음식점,07_24_05_P,2020-03-11,Y,,702-841,대구광역시 북구 산격동 1268-1 ,41536,"대구광역시 북구 대동로 40, 1층 (산격동)",128.6108628,35.89670909,커피,매일 10:00 - 21:00
플랜칠곡점,카페,휴게음식점,07_24_05_P,2020-01-13,Y,0507-1425-2130,702-886,대구광역시 북구 동천동 953-1 ,41422,"대구광역시 북구 동천로23길 30-23, 1층 107호 (동천동)",128.5570583,35.9439849,아메리카노,평일 09:00 - 21:00/토요일 09:00 - 20:30/일요일 09:00 - 19:30 
청솔로9침산점,카페,휴게음식점,07_24_05_P,2020-03-25,Y,070-7808-1080,702-851,대구광역시 북구 칠성동2가 89-1번지 태왕아너스로뎀플러스 ,41593,"대구광역시 북구 옥산로 87, 태왕아너스로뎀플러스 1층 106호 (칠성동2가)",128.5852968,35.88481827,아메리카노,평일 08:00 - 22:30/주말 10:00 - 22:00
스페이스무태(Space MuTae),카페,휴게음식점,07_24_05_P,2020-03-02,Y,,702-894,대구광역시 북구 서변동 1787번지 대성골든프라자2차 ,41476,"대구광역시 북구 호국로 215, 대성골든프라자2차 2층 202(일부)호 (서변동)",128.5988227,35.9208317,커피,평일 11:00 - 21:00 화요일 휴무
감사드림프로젝트,카페,휴게음식점,07_24_05_P,2020-01-23,Y,0507-1336-5326,702-081,대구광역시 북구 노원동1가 358번지 ,41589,"대구광역시 북구 원대로 93, 1,2층 (노원동1가)",128.5817942,35.88584724,아메리카노,평일 09:00 - 22:00 월-금/토요일 12:00 - 22:00/일요일 휴무
네일앤(n)카페,카페,휴게음식점,07_24_05_P,2020-01-28,Y,,702-847,대구광역시 북구 읍내동 459-8번지 ,41402,"대구광역시 북구 동암로7길 9, 1층 (읍내동)",128.555035,35.94702625,아메리카노,
할리스경북대북문점,카페,휴게음식점,07_24_05_P,2020-03-04,Y,053-951-9990,702-842,대구광역시 북구 산격동 1393-11 ,41544,"대구광역시 북구 대학로17길 3, 지하1,지상1,2,3층 (산격동)",128.6087537,35.8926763,"커피, 케이크",09:00-22:00
수플레르,카페,휴게음식점,07_24_05_P,2020-03-16,Y,,702-310,대구광역시 북구 사수동 793번지 ,41493,"대구광역시 북구 내곡로 71, 동아플라자 1층 102호 (사수동)",128.5112645,35.90158752,아메리카노,매일 10:00 - 20:00 일요일휴무
꽃이피다동천점,카페,휴게음식점,07_24_05_P,2020-04-02,Y,070-7808-0216,702-886,대구광역시 북구 동천동 925-8 ,41427,"대구광역시 북구 대천로17길 6, 1층 (동천동)",128.5586418,35.93755356,"카페, 스무디, 디저트류",
빈스크라운커피,카페,휴게음식점,07_24_05_P,2013-10-23,Y,053-313-3222,702-885,"대구광역시 북구 동천동 893번지 1,2층 ",41423,"대구광역시 북구 팔거천동로 218, 1,2층 (동천동)",128.558546,35.94341604,커피,10:30-02:00
프리프리커피,카페,휴게음식점,07_24_05_P,2002-05-15,Y,053-353-6300,702-851,대구광역시 북구 칠성동2가 20-1 스팩트럼시티 3동 16호,41593,"대구광역시 북구 침산로 93, 3동 16호 (칠성동2가,스팩트럼시티)",128.5897547,35.88507266,,
미앤미힐링티,카페,휴게음식점,07_24_05_P,2018-07-26,Y,,702-807,대구광역시 북구 구암동 798-2번지 ,41432,"대구광역시 북구 구암로41길 14-4, 1층 (구암동)",128.5636407,35.93281469,수제청,
더착한커피,카페,휴게음식점,07_24_05_P,2018-08-14,Y,0507-1302-2041,702-849,대구광역시 북구 읍내동 1126-2번지 ,41438,"대구광역시 북구 구암로15길 10, 1층 102호 (읍내동)",128.5497353,35.93341534,아메리카노,
봄봄엑스코점,카페,휴게음식점,07_24_05_P,2018-08-24,Y,053-383-3555,702-835,대구광역시 북구 산격동 180번지 ,41517,"대구광역시 북구 유통단지로8길 72, 1층 (산격동)",128.612529,35.90526266,아메리카노,
진카페,카페,휴게음식점,07_24_05_P,2018-08-31,Y,053-312-9745,702-912,대구광역시 북구 학정동 974-3번지 ,41417,"대구광역시 북구 학남로 20, 1층 (학정동)",128.5668382,35.94831048,"커피, 디저트",
커피집온(ON),카페,휴게음식점,07_24_05_P,2018-04-24,Y,,702-813,대구광역시 북구 노원동3가 1022 노원휴먼프라자 ,41557,"대구광역시 북구 팔달로35길 69, 1층 102,103호 (노원동3가, 노원휴먼프라자)",128.5701732,35.89208491,,
메르시일공사(merci104),카페,휴게음식점,07_24_05_P,2018-07-26,Y,0507-1469-0126,702-868,대구광역시 북구 태전동 987-1번지 ,41452,"대구광역시 북구 칠곡중앙대로67길 9-1, 1층 (태전동)",128.5457761,35.92612407,카야토스트,매일 11:00 - 22:00 일요일 휴무
카페청춘(cafe청춘),카페,휴게음식점,07_24_05_P,2018-08-01,Y,053-314-2233,702-868,대구광역시 북구 태전동 951-9번지 ,41451,"대구광역시 북구 칠곡중앙대로75길 26, 1층 (태전동)",128.5448813,35.92964122,아메리카노,평일 08:30 - 19:00/주말 휴무
플랜어트립(Plan A Trip),카페,휴게음식점,07_24_05_P,2018-08-02,Y,0507-1341-0440,702-837,대구광역시 북구 산격동 1269-49번지 ,41519,"대구광역시 북구 동북로31길 1-6, 1층 (산격동)",128.6101145,35.90009451,아메리카노,매일 12:00 - 20:00 매주 일요일 휴무
커피온리&팔공티(경북대점),카페,휴게음식점,07_24_05_P,2018-08-03,Y,053-959-5652,702-040,대구광역시 북구 대현동 119-41번지 ,41569,"대구광역시 북구 경대로7길 39, 1층 (대현동)",128.6096577,35.8855633,"밀크티, 커피",09:00-22:30
소응접실,카페,휴게음식점,07_24_05_P,2018-08-06,Y,,702-858,대구광역시 북구 침산동 507-8번지 ,41550,대구광역시 북구 성북로9길 25-1 (침산동),128.5878275,35.89367936,커피,10:00-22:00
누보폴레토(NUEVO FOLLETTO),카페,휴게음식점,07_24_05_P,2018-08-08,Y,0507-1476-1712,702-852,대구광역시 북구 칠성동2가 302-105번지 대구역서원프레시빌 ,41581,"대구광역시 북구 칠성남로 176, 102동 1층 상가101호 (칠성동2가, 대구역서원프레시빌)",128.5994361,35.87657683,다쿠아즈,"수요일 12:00 - 15:00 금요일 12:00 - 15:00 목요일,일요일 휴무"
피콜로라비타,카페,휴게음식점,07_24_05_P,2020-01-22,Y,053-325-0425,702-805,대구광역시 북구 구암동 809-6번지 ,41472,"대구광역시 북구 구암로60길 41-16, 1층 (구암동)",128.5691817,35.93795753,"커피, 마카롱, 크로플",10:00-22:00
이디야대구하중도점,카페,휴게음식점,07_24_05_P,2020-04-08,Y,0507-1332-4300,702-090,대구광역시 북구 노곡동 254번지 ,41481,"대구광역시 북구 노곡로 18, 1,2층 (노곡동)",128.5634885,35.90605488,"커피, 에이드, 빙수, 베이커리 등 디저트류",10:00-22:30
커피명가엑스코점,카페,휴게음식점,07_24_05_P,2019-11-06,Y,053-601-5277,702-845,대구광역시 북구 산격동 1676번지 대구전시컨벤션센터 ,41515,"대구광역시 북구 엑스코로 10, 대구전시컨벤션센터 1층 (산격동)",128.6130195,35.90713304,명가치노,매일 08:00 - 22:00/공휴일 10:00 - 18:00
요요작업실,카페,휴게음식점,07_24_05_P,2019-10-23,Y,,702-877,대구광역시 북구 국우동 1089-1번지 ,41419,"대구광역시 북구 동암로37길 20, 1층 (국우동)",128.5715173,35.94491266,"커피,음료",10:00-18:00
모퉁이커피,카페,휴게음식점,07_24_05_P,2019-11-20,Y,,702-894,대구광역시 북구 서변동 1759-5번지 ,41477,"대구광역시 북구 서변로 27-6, 상가 1층 (서변동)",128.5961722,35.91840886,,
"나의계절,봄",카페,휴게음식점,07_24_05_P,2019-12-26,Y,0507-1336-7828,702-866,대구광역시 북구 태전동 1143번지 ,41471,"대구광역시 북구 매전로 50, 1층 (태전동)",128.5468432,35.91004088,아메리카노,매일 11:00 - 21:00
